Context,English,Chinese_Traditional,Chinese
"item_trophy_skeleton_lore","The expressionless grin of this skull reminds you of the inevitability of death.","毫無表情的骷髏頭提醒著你死亡的必然性。","毫无表情的骷髅头提醒着你死亡的必然性。 "
"item_trophy_skeletonpoison","Rancid remains trophy","腐臭遺骸戰利品","腐臭遗骸战利品"
"item_trophy_skeletonpoison_description","A rank and rotten skull. You're not sure why you kept it...","一顆頹喪腐爛的頭骨，你並不知道你為什麼還留著它...","一颗颓丧腐烂的头骨，你并不知道你为什么还留着它..."
"item_trophy_skeletonpoison_lore","A rank and rotten skull. You're not sure why you kept it...","一顆頹喪腐爛的頭骨，你並不知道你為什麼還留著它...","一颗颓丧腐烂的头骨，你并不知道你为什么还留着它..."
"item_trophy_surtling","Surtling trophy","焰靈戰利品","焰灵战利品"
"item_trophy_surtling_description","Wreathed in pale flame, it still smolders like an ember.","暗淡的火焰，就像餘燄未盡的木炭。","环绕在淡淡的火焰之中，像未尽的余火还在阴燃。 "
"item_trophy_surtling_lore","Wreathed in pale flame, it still smolders like an ember.","暗淡的火焰，就像餘燄未盡的木炭。","环绕在淡淡的火焰之中，像未尽的余火还在阴燃。 "
"item_trophy_troll","Troll trophy","巨魔戰利品","巨魔战利品"
"item_trophy_troll_description","The leathery skin bears the faded tracery of ancient symbols.","粗糙的皮膚上帶有褪色的古老符號花紋。","皮革般的皮肤上隐约可现古老印记的痕迹。 "
"item_trophy_troll_lore","The leathery skin bears the faded tracery of ancient symbols.","粗糙的皮膚上帶有褪色的古老符號花紋。","皮革般的皮肤上隐约可现古老印记的痕迹。 "
"item_trophy_wolf","Wolf trophy","狼戰利品","狼战利品"
"item_trophy_wolf_description","Frozen in death, the hair matted with blood and a silent howl lodged in its throat.","冰封在死亡之中，毛髮沾著血跡，喉嚨彷彿還在無聲地嚎叫。","冰封在死亡之中，头发沾着血迹，喉咙仿佛还在无声地嚎叫。 "
"item_trophy_wolf_lore","Frozen in death, the hair matted with blood and a silent howl lodged in its throat.","冰封在死亡之中，毛髮沾著血跡，喉嚨彷彿還在無聲地嚎叫。","冰封在死亡之中，头发沾着血迹，喉咙仿佛还在无声地嚎叫。 "
"item_trophy_wraith","Wraith trophy","鬼魅戰利品","鬼魅战利品"
"item_trophy_wraith_description","The shed skin of a wraith, a flowing robe only visible by moonlight.","鬼魅掉下的皮，隱隱流動的斗篷，只有借助月光才能看見。","鬼魅掉下的皮，隐隐流动的斗篷，只有借助月光才能看见。 "
"item_trophy_wraith_lore","The shed skin of a wraith, a flowing robe only visible by moonlight.","鬼魅掉下的皮，隱隱流動的斗篷，只有借助月光才能看見。","鬼魅掉下的皮，隐隐流动的斗篷，只有借助月光才能看见。 "
"item_turnip","Turnip","蕪菁","芜菁"
"item_turnip_description","A turnip.","蕪菁。","芜菁。 "
"item_turnipseeds","Turnip seeds","蕪菁種子","芜菁种子"
"item_turnipseeds_description","These can be planted in cultivated soil.","可以種在耕地中。","可以种在耕作土壤中。 "
"item_turnipstew","Turnip stew","大頭菜肉湯","芜菁肉汤"
"item_turnipstew_description","Nutritious and restorative.","營養滋補。","营养滋补。 "
"item_twohanded","Two-handed","雙手","双手"
"item_value","Value","價值","价值"
"item_weight","Weight","重量","重量"
"item_wishbone","Wishbone","願望骨","愿望骨"
"item_wishbone_description","This ancient bone remembers the location of many forgotten things.","這塊古老的骨頭能定位很多被遺忘的寶物。","这块古老的骨头能定位很多被遗忘的宝物。 "
"item_witheredbone","Withered bone","枯骨","枯骨"
"item_witheredbone_description","A giant bone, knotted like old wood.","巨大的骨頭，有著陳年舊木般的結節。","巨大的骨头，有着陈年旧木般的结节。 "
"item_wolffang","Wolf fang","狼牙","狼牙"
"item_wolffang_description","Still sharp.","依舊尖利。","依旧尖利。 "
"item_wolfpelt","Wolf pelt","狼皮","狼皮"
"item_wolfpelt_description","A pelt of shaggy fur.","一塊毛茸茸的毛皮。","一块毛茸茸的毛皮。 "
"item_wood","Wood","木材","木材"
"item_wood_description","Good strong wood to build with.","優良的堅木，可用於建造。","优良的坚木，可用于建造。 "
"item_ymirremains","Ymir flesh","尤彌爾之身","尤弥尔之身"
"item_ymirremains_description","The earthy remains of the giant Ymir.","尤彌爾的遺骸。","尤弥尔的遗骸。 "
"language_bulgarian","български*",,
"language_chinese","简体中文",,
"language_chinese_traditional","正體中文*",,
"language_croatian","Croatian*",,
"language_czech","Čeština*",,
"language_danish","Dansk*",,
"language_dutch","Nederlands",,
"language_english","English",,
"language_finnish","Suomi*",,
"language_french","Français",,
"language_georgian","ქართული*",,
"language_german","Deutsch",,
"language_greek","Ελληνικά*",,
"language_hindi","हिन्दी*",,
"language_hungarian","Magyar*",,
"language_icelandic","íslenska*",,
"language_italian","Italiano*",,
"language_japanese","日本語",,
"language_korean","한국어",,
"language_lithuanian","Lietuvių kalba*",,
"language_macedonian","македонски*",,
"language_norwegian","Norsk*",,
"language_polish","Polski",,
"language_portuguese","Português europeu*",,
"language_portuguese_brazilian","Português (Brasil)",,
"language_romanian","Romanian*",,
"language_russian","Русский",,
"language_serbian","Serbian*",,
"language_slovak","Slovenčina*",,
"language_spanish","Español",,
"language_swedish","Svenska*",,
"language_thai","ไทย*",,
"language_turkish","Türkçe",,
"language_ukrainian","українська",,
"loadscreen_tip01","Don't forget to upgrade your crafting stations, weapons and armor.","別忘了對你的工作檯，武器和護甲升級","别忘了对你的制作台，武器和护甲升级"
"loadscreen_tip02","Eating food increases your health and stamina pools. Try to balance your three food slots accordingly.","進食會增加你的生命值和耐力值。 儘量嘗試攝取不同的食物來源，營養均衡。","进食会增加你的生命值和耐力值。 尽量尝试摄入不同的食物，营养均衡。 "
"loadscreen_tip03","Upgraded stations enable various crafting options and lets you improve your equipment.","升級工作檯可以給你更多的製作選項並讓你可以升級你的裝備。","升级制作台可以给你更多的制作选项并让你可以升级你的装备。 "
"loadscreen_tip04","There are four principal crafting types: woodworking, masonry, smithing, and cooking.","遊戲內共有四種工藝技能：木工，石工，鍛造和烹飪。","你有四种手工技能：木工，石工，锻造和烹饪。 "
"loadscreen_tip05","Enemies won't spawn near player built structures (e.g., crafting tables, camp fires, etc.)","敵人不會在玩家修建的建築物附近重生（如：工作檯，營火等等）","敌人不会在玩家的修建的建筑物附近有复活点（如：制作台，营火等等）"
"loadscreen_tip06","Sitting is the safest way to travel while on a boat.","航海時最安全的姿勢：坐著。","航海时最安全的姿势便是坐着。 "
"loadscreen_tip07","Upon your arrival in Valheim, try to find stones and branches on the ground to build your first weapon.","當你到達瓦爾海姆的時候，嘗試在地上找到石頭和樹枝以製作你的第一個武器。","当你到达英灵神殿的时候，尝试在地上找到石头和树枝以制作你的第一个武器。 "
"loadscreen_tip08","It is generally a bad idea to venture outside at night...","總的來說晚上在室外遊蕩並不是一個好主意。","总的来说晚上在室外游荡并不是一个好主意。 "
"loadscreen_tip09","Hunting deer with a ranged weapon provides a good source of meat and skin.","用遠程武器獵殺鹿是不錯的肉和皮毛來源。","用远程武器猎杀鹿是不错的肉和皮毛来源。 "
"loadscreen_tip10","Build a rudimentary shelter as soon as possible!","儘早建造一個基本的住所！","你需要尽快建造一个基本的住所！"
"loadscreen_tip11","Different enemies are weak to different damage types. For instance, Greydwarfs don't like fire.","不同的敵人會有不同的弱點。 比如灰矮人就怕火。","不同的敌人会被不同的伤害削弱。 比如灰矮人就怕火。 "
"loadscreen_tip12","When you have built a bed, do not forget to claim it.","當你製作了一張床後，別忘了認領它。","当你制作了一张床后，别忘了认领它。 "
"loadscreen_tip13","Attacking with knives and bows while sneaking confers a large damage bonus.","在潛行時使用匕首和弓箭會造成巨量的傷害。","在潜行时使用匕首和弓箭会造成超额的伤害。 "
"loadscreen_tip14","Birds are a good source of feathers. They will stay close to the ground while the weather is bad.","鳥類是羽毛很好的來源，天氣不好的時候牠們會停留在地面上。","鸟类是羽毛的来源，天气不好的时候它们会待在地面上。 "
"loadscreen_tip15","Hugin the raven offers helpful hints.","烏鴉福金會給你有用的訊息。","乌鸦福金会给你有用的信息。 "
"loadscreen_tip16","Some resources require better gear to harvest them.","部分資源需要更好的工具來開採。","一部分资源需要更好的工具来开采。 "
"loadscreen_tip17","Being rested helps to regenerate stamina and health faster.","當你充分休息過後，你的生命值和耐力值恢復速度會快上許多。","当你在休息后的状态，你的生命值和耐力值恢复速度回加快。 "
"loadscreen_tip18","Yellow damage numbers indicate a weakness, grey numbers indicate a resistance.","黃色傷害數字表示為弱點攻擊，而灰色則表示具有抗性。","当你的输出的伤害显示为黄色时，表明目标被削弱了，如果显示为灰色，则表明目标对此类伤害有抗性。 "
"loadscreen_tip19","The hoe can flatten the ground, which makes it much easier to construct buildings.","鋤頭可以鋤平地面，在平緩的地面上建造房屋會更簡單。","锄头可以锄平地面，在平缓的地面上建造房屋会更简单。 "
"loadscreen_tip20","Build a cart to haul heavy goods over longer distances.","如果想要長距離運送比較重的物品，你可以製作一輛雙輪貨車。","如果想要长距离运送比较重的物品，你可以制作一辆板车。 "
"loadscreen_tip21","Boats are controlled by interacting with the steering oar.","通過操控操縱杆來控制船隻走向。","通过操控操纵杆来控制船只走向。 "
"loadscreen_tip22","Tin and copper can be found in the Black Forest.","你可以在黑暗林山裡找到錫和銅","你可以在黑暗林山里找到锡和铜"
"loadscreen_tip23","Look for berries and mushrooms. They help to keep your stomach full.\n","嘗試尋找野莓和蘑菇，它們可以幫助你填飽肚子。","尝试寻找野莓和蘑菇，这样你才不会饿肚子。 "
"location_enter","Enter","進入","进入"
"location_exit","Exit","離開","离开"
"location_forestcave","Troll cave","巨魔洞穴","巨魔洞穴"
"location_forestcrypt","Burial chambers","詭秘墓穴","诡秘墓穴"
"location_sunkencrypt","Sunken crypts","地下聖堂","地下圣堂"
"lore_blackforest_random01","Beware the deep trees, beware the true dark. When the night comes, keep close to your fire.","小心密林深處，小心正真的黑暗。 當夜晚來臨，你需要讓自己靠近火焰。","小心密林深处，小心正真的黑暗。 当夜晚来临，你需要让自己靠近火焰。 "
"lore_blackforest_random02","Beneath the ground, the roots of the forest twine together on a great loom. Pluck one thread and the whole weave will move. Chop down one tree and all the wood will know. Make yourself known to the One Who Walks, and he will seek you out.","森林裡的樹根在地底下緊緊的纏繞在一起。 拔出其中一根，所有的根莖都會移動。 砍掉一棵樹，所有的樹都會知道。 讓那顆會走的樹知道你，他便會開始尋找你的蹤跡。","森林里的树根在地底下紧紧的缠绕在一起。 拔出其中一根，所有的根茎都会移动。 砍掉一棵树，所有的树都会知道。 让那颗会走的树知道你，他便会开始寻找你的踪迹。 "
"lore_blackforest_random03","I was Harald, a man from the coast. I remember nothing more of my life in Midgard except that I was a warrior. In my dreams I see the faces of those I killed. I leave this stone that at least my name will remain.","我曾是哈拉爾德，一個來自海岸的男人。 我不記得除了我在人界曾是一名戰士以外的任何事。 被我擊殺過的面孔時常出現在我的夢魘裡。 我留下這塊石碑，這樣至少有人會記得我的名字。","我曾是哈拉尔德，一个来自海岸的男人。 我不记得除了我在人界曾是一名战士以外的任何事。 被我击杀过的面孔时常出现在我的梦魇里。 我留下这块石碑，这样至少有人会记得我的名字。 "
"lore_blackforest_random04","Rest awhile and remember Ulf, who carved this stone with his own hand but could think of nothing to say.","休息一下，並想想烏爾夫吧，他的雙手雕刻了這塊石碑却無話可說。","休息一下，并想想乌尔夫吧，他的双手雕刻了这块石碑却无话可说。 "
